iter	RMSE
924	3.254562181
925	3.253599156
926	3.25333388
927	3.25178702
928	3.251106725
929	3.248580094
930	3.247365449
931	3.245401808
932	3.245297648
933	3.244470398
934	3.24221243
935	3.241161033
936	3.239886844
937	3.239622561
938	3.237157355
939	3.235409106
940	3.234192279
941	3.232399352
942	3.229823823
943	3.228777852
944	3.228608344
945	3.228131787
946	3.225194496
947	3.22511558
948	3.224189143
949	3.224037027
950	3.222895224
951	3.221596432
952	3.220899208
953	3.219455327
954	3.218658206
955	3.215774072
956	3.21510432
957	3.214126917
958	3.212945287
959	3.211756014
960	3.210903395
961	3.208476702
962	3.205962351
963	3.202745491
964	3.199955091
965	3.19925175
966	3.198008277
967	3.196336223
968	3.195760312
969	3.193965365
970	3.193739271
971	3.18994905
972	3.188371586
973	3.187074926
974	3.186063082
975	3.18442276
976	3.181986149
977	3.180720805
978	3.179708435
979	3.179552343
980	3.179422923
981	3.179324055
982	3.179107415
983	3.176497973
984	3.176375283
985	3.175143404
986	3.172156836
987	3.170909861
988	3.170470451
989	3.168388821
990	3.167245938
991	3.164311874
992	3.164245433
993	3.163568237
994	3.162428123
995	3.15856761
996	3.158151576
997	3.157237835
998	3.15539363
999	3.153460931
